EAN;DESCRICAO
7891150065321;"SAB DOVE BABY HIDR BALANCEADA 75GR"
4005900646491;"PROT SOLAR FAC NIVEA BEAUTY PELE SECA FPS50 50GR"
4005900659712;"PROT SOLAR FAC NIVEA BEAUTY PELE OLEOSA FPS60 50GR"
7896026306799;"SPIOLTO RESPIMAT INAL 4ML 60AC *ABRACAR A VIDA*"
7898577810770;"EMPROL XR 50MG 30CP"
7898577810817;"EMPROL XR 100MG 30CP"
7896094918771;"OFOLATO GOTAS 15ML D"
7896685302477;"SAB INTIMO KRONEL MAN NATURAL 250ML"
7896676433944;"VELLANA 50MG 30CP (C1)"
7896676433951;"VELLANA 100MG 30CP (C1)"
7896676418958;"ESCENA 20MG 30CP (C1)"
7896676418866;"ESCENA 10MG 30CP (C1)"
8880003345733;"7896676418866"
7898647784581;"BATERIA EXTERNA I2GO 4000MAH (I2GBAT006)"
7898647786011;"CARREGADOR I2GO SERIES PLUS 2USB (2.4AMP)"
7898647783133;"CABO I2GO IPHONE 2MT CHUMBO (PROCBL007GY)"
7898647783836;"CABO I2GO MICRO USB 2MT CHUMBO (PROCBL008GY)"
7898647783812;"CABO I2GO MICRO USB 2MT PRATA (PROCBL008SV)"
7898647783829;"CABO I2GO MICRO USB 2MT DOURADO (PROCBL008GD)"
7898647783843;"CABO I2GO MICRO USB 2MT ROSA (PROCBL00RS)"
7896009498404;"ADVIL 400MG 3CPS (20)"
7896009498411;"7896009498404"
7897930776364;"PROT SOLAR CETAPHIL SUN LIGHT FLUID FPS60 SEM COR D"
7896658027604;"DIVENA 40MG 30CP"
7613036671927;"FORMULA INFANTIL NAN SENSITIVE 800GR (0-6 MESES)"
7896422519489;"PYLORIPAC 30MG 14 BLISTER (AM)"
7898629561421;"TOP WHEY 3W MAIS SABOR COOKIES&CREAM 900GR MAX TITANIUM"
7898430194641;"DPREV TODO DIA 1.000UI 30CPS"
7898430194665;"DPREV TODO DIA 2.000UI 30CPS"
7897975695477;"PROT SOLAR ADCOS MOUSSE MINERAL BEIGE FPS50 50GR D"
8880003340271;"7897975695477"
7897975695484;"PROT SOLAR ADCOS MOUSSE MINERAL IVORY FPS50 50GR"
7897975695507;"PROT SOLAR ADCOS MOUSSE MINERAL NUDE FPS50 50GR D"
7897975695460;"PROT SOLAR ADCOS MOUSSE MINERAL PEACH FPS50 50GR D"
7896026172318;"LOC HIDR FISIOGEL TERAPIA DE HIDR DIARIA FPS50 160ML"
7896015591595;"SAB LIQ FISIOGEL TERAPIA DE HIDR DIARIA 400ML"
7896026171502;"7896015591595"
7891317004965;"PERIVASC 900MG+100MG 30CP"
7896006213734;"HISLOR 40MG 100ML FRUTAS"
7891058022815;"DORFLEX UNO 1GR 10CP"
7891058022785;"DORFLEX UNO 1GR 4CP (25)"
7891058022822;"7891058022785"
7897517920036;"FIO DEN KESS BASIC 100MT (COD:2003)"
7897517920678;"ED KESS PRO KIDS COM VENTOSA (COD:2067)"
7897517921019;"ED KESS COMBO SUPER 3UN (COD:2101)"
7897517921040;"ED KESS PRO COLORFUL EXTRA MACIA (COD:2104)"
7897517921064;"ED KESS PRO CLEAR EXTRA MACIA (COD:2106)"
7897517921071;"ED KESS PRO 10K EXTRA MACIA (COD:2107)"
7897517921057;"ED KESS PRO EXTRA MACIA 2UN (COD:2105)"
5702150142948;"LEXAPRO 10MG 30CP (C1)"
5702150143006;"LEXAPRO 20MG 30CP (C1)"
7891142204349;"PROT SOLAR EPISOL LOC SEC OC FPS60 60GR"
7896112401520;"VITAMINA D3 2.000UI 30CPS GN BIOLAB"
7899551305572;"GALANTAMINA 16MG 30CPS GN BIOLAB (C1)"
7899551305688;"GALANTAMINA 24MG 30CPS GN BIOLAB (C1)"
7899551305466;"GALANTAMINA 8MG 30CPS GN BIOLAB (C1)"
8880003344682;"7899551305466"
7896112401667;"FERRO 100MG 30CP MAST GN BIOLAB"
7896658033582;"EKSON 100MG+25MG 30CP *F.POP-GT*"
3337875655200;"SERUM PURE VITAMIN C10 LA ROCHE POSAY 30ML"
7896422520584;"MEMANTINA 10MG 60CP GN MD (C1)"
4008600299882;"PROT MAMILO NUK (COD:PA7210-UU)"
7895296096096;"ROSUVASTATINA 20MG 30CP GN NOVAQ"
7899706172127;"LEAVE IN VICHY DERCOS KERA SOLUTIONS 50ML"
7897975695163;"PROT SOLAR ADCOS FLUID TONAL FPS99 50ML"
7896094918856;"COLFLEX COMPLET 30CP *F.NACIONAL*"
7896094929647;"7896094918856"
7896094929692;"COLFLEX COMPLET 60CP *MANTECORP SAUDE*"
8880003343944;"7896094929692"
7896331707380;"KIT HELIODERM PROT SOLAR FPS30 200GR+PROT SOLAR KIDS FPS30 120GR"
7891158104657;"PEDIALYTE PLUS GUARANA 500ML"
7896422520591;"MEMANTINA 10MG 30CP GN MD (C1)"
7891317005917;"CARISOPRODOL + DICL SOD + PARAC + CAF 15CP GN EURO"
7891317003050;"DOXAZOSINA 4MG 30CP GN EURO"
7896004713342;"ACETILCISTEINA 600MG 16ENV GN EMS"
4005900662019;"AGUA MICELAR NIVEA SOL LIMPEZA 7EM1 200ML"
0382903204892;"AGULHA BD PENTA EASYFLOW 4MM 1UN (100)"
0041333001074;"PILHA DURACELL ALC AAA PALITO SM 2UN"
0041333431482;"0041333001074"
0041333001029;"PILHA DURACELL ALC AA PEQ SM 4UN"
0041333001098;"PILHA DURACELL ALC AAA PALITO SM 4UN"
0041333030111;"BATERIA DURACELL LITIO CR2032 1UN"
0041333038865;"0041333030111"
7898919411900;"DESOD MONANGE INVISIBLE AER 150ML"
7500435113465;"DESOD GILLETTE CLEAR ANTIBACTER MASC GEL 82GR"
7500435127257;"ABS ALWAYS BASICO SUPER PROT COM ABAS SV 16UN"
7500435000840;"CD ORAL-B PRO SAUDE ANTI ACUCAR LV3 PG2 70GR"
7500435150286;"7500435000840"
7500435125376;"COND PANTENE HIDRATACAO 175ML"
7500435125383;"SH PANTENE HIDRATACAO 175ML"
7500435127233;"ABS ALWAYS BASICO SUPER PROT COM ABAS SC 16UN"
7500435146135;"FR PAMPERS PANTS P 26UN D"
7500435146142;"FR PAMPERS PANTS M 20UN D"
7500435146159;"FR PAMPERS PANTS G 16UN D"
7899547520408;"CLOBETASOL SOL CAPILAR 0,5MG/G 50GR GN PRATI"
3701129800096;"CR CLAREADOR BIODERMA PIGMENTBIO SENSITIVE AREAS 75ML"
7898636190911;"CR CICATRICURE ANTIESTRIAS MATERNITY 250ML"
7891058017002;"ENTEROGERMINA 2 BCFU/5ML 20FRASCOS S/ SABOR"
7891058022594;"ENTEROGERMINA PLUS 4 BCFU/5ML 10FRASCOS S/ SABOR"
8880003341131;"7891058022594"
7894900680508;"BEB SPRITE LEMON FRESH 510ML"
7894900680515;"7894900680508"
3701129800119;"SERUM BIODERMA PIGMENTBIO C CONCETRATE 15ML"
8880003343760;"3701129800119"
7896094917491;"LACTO LEVE 698MG/ML 120ML AMEIXA"
4006000101255;"CR EUCERIN ANTI-PIGMENT DIA FPS30 50ML"
8880003342060;"4006000101255"
8880003343777;"8880003342060"
7891317005900;"CARISOPRODOL + DICL SOD + PARAC + CAF 30CP GN EURO"
7896013557159;"TINT MAXTON 5.74 CHOCOLATE INTENSO ACOBREADO"
7898949409915;"SPRAY TIO NACHO ENGROSSADOR 120ML"
7898636191321;"LOMECAN CREME VAG 20GR + 3APLIC"
7899706172080;"COND VICHY DERCOS KERA SOLUTIONS 200ML"
8880003342077;"7899706172080"
7899706172042;"SH VICHY DERCOS KERA SOLUTIONS 300ML"
7891158104060;"SOF D 7.000UI 8CPS"
7896714234564;"FUROSEMIDA 40MG 30CP GN NQ *F.POP-GT*"
7891058022778;"ALLENASAL 55MCG SPRAY NASAL 16,5ML"
7896677704890;"NERVOCALM 250MG 20CP"
7896677704883;"FORTEVIRON 250MG 20CP"
7898994866015;"SECANTE DE ESM PROSEC ROSE SPRAY 400ML D"
7891142204288;"SAB LIQ MANTECORP HYDRAPORIN AI 200ML"
8880003342084;"7891142204288"
7891142204370;"PROT SOLAR EPISOL LOC SEC OC FPS99 60GR"
7896226109503;"MAGNEN B6 60CP D"
7891317013783;"AIRES 600MG GRAN 16ENV"
7891317013905;"ALOFF XPE PED 0,5MG/ML 100ML TUTTI FRUTTI"
7899640800216;"7891317013905"
7891317013912;"ALOFF XPE PED 0,5MG/ML 60ML TUTTI FRUTTI"
3282770202212;"PROT SOLAR AVENE MAT PERFECT ANTIACNE FPS60 40GR"
8880003342091;"3282770202212"
7898040326463;"LOC HIDR DERMOVANCE ES INTENSO 100GR"
7891317014414;"CITTA 20MG 30CP (C1)"
7891317016098;"VENDEXLA 50MG 30CP (C1)"
7896658034237;"NAUTEX 8MG 10CP"
7896658034886;"INELATTE 800DKM 30CP"
7898414853106;"IMECAP FACE 30CPS D"
8880003343975;"7898414853106"
7897322709741;"ADDERA D3 7.000UI 30CPS GEL"
7896094907294;"ENGOV 12CP"
7896094918481;"RIZI 5MG 10CP"
7896222720764;"GEL JONTEX LUBRIFICANTE CEREJA 3 EM 1 50GR"
7896222720535;"GEL JONTEX LUBRIFICANTE NEUTRO 100GR"
8880003343784;"7896222720535"
7896222718860;"GEL OLLA LUBRIFICANTE MIX SENSATIONS 50GR"
7891035990861;"PRESERV OLLA PLAY 3UN"
7896222718822;"GEL OLLA LUBRIFICANTE INTIMO LV70GR PG50GR"
7896094209190;"EBATZ 2MG 30CP"
7896006231134;"MYLUS 28CP"
7891317002787;"QUET XR 200MG 30CP (C1)"
7891317029197;"QUET XR 300MG 30CP (C1)"
7896112401407;"NORETISTERONA 0,35MG 35CP GN BIOLAB"
7891150068728;"DESOD REXONA CLINICAL SEM PERFUME AER 150ML"
7891150068735;"DESOD REXONA CLINICAL SPORTS MASC AER 150ML"
6920354824395;"CD COLGATE NATURAL EXTRACTS PURIFICANTE 90GR"
3282770206968;"PROT SOLAR AVENE TOQUE SECO EMULS COR FPS70 40GR"
7896658035388;"PANT 50MG SOL 50ML 2FR"
7896658035340;"PANT 50MG SOL 50ML 3FR"
7897076921673;"SOLIFENACINA 5MG 30CP GN RBX"
7897076911148;"AXETILCEFUROXIMA 50MG 70ML GN RBX (AM)"
7898948648629;"OGESTAN PRE 30CPS"
7898948648612;"OGESTAN PRE 90CPS"
7500435142229;"MASC PANTENE HIDRATACAO 270ML"
7500435142236;"MASC PANTENE NUTRICAO UMECTANTE 270ML"
7500435142243;"MASC PANTENE RESTAURACAO 270ML"
7896018704152;"CR HUGGIES ASSADURAS AMENDOAS 80GR"
7896018704169;"CR HUGGIES ASSADURAS PURO E NATURAL 80GR"
7891106913683;"FLANAX 275MG 8CP"
7896227800812;"SALONPAS ADESIVO GRANDE 2UN"
7896227800874;"7896227800812"
7896227800829;"SALONPAS ADESIVO GRANDE 4UN"
7896227800867;"7896227800829"
7896227800805;"SALONPAS ADESIVO PEQUENO 10UN"
7896227800898;"7896227800805"
7896227800799;"SALONPAS ADESIVO PEQUENO 4UN"
7896227800881;"7896227800799"
3282770390063;"HIDR NUTRIOL DARROW SEM PERFUME 200ML"
3282770205800;"HIDR NUTRIOL DARROW SEM PERFUME 400ML"
3282770390070;"3282770205800"
7899706171434;"GEL LIMP EFFACLAR LA ROCHE POSAY ALTA TOLERANCIA 300GR"
7509546651040;"CD COLGATE LUMINOUS WHITE CARVAO ATIVADO 70GR"
7891024078167;"ED COLGATE BAMBOO 1UN D"
7891024000427;"GEL DENTAL COLGATE TEEN TITANS 60GR"
7899706171601;"CR REVITALIFT HIALURONICO DIA FPS20 LOREAL 49GR"
5702150142986;"LEXAPRO 15MG 30CP (C1)"
7891024021668;"ED COLGATE ULTRA SOFT 2UN D"
7891350034872;"GEL FIX BOZZANO AZUL ACAO PROLONGADA BISNAGA 150GR"
7891350034875;"7891350034872"
7899706180948;"SH ELSEVE LISO DOS SONHOS 400ML D"
7898283810750;"COLETOR MATERIAL PERFUROCORTANTE DESCARPACK 13LT"
7896094209206;"EBATZ 4MG 30CP"
8880003344248;"7896094209206"
7896920303894;"LEEPZ 30CP ECOFITUS"
7908134200118;"REGENESIS PRE 30CPS"
7891317015312;"OHDE 50.000UI 4CPS"
7897517917531;"APAR BARBA ENOX GT2 2UN (COD:1753)"
7898620011840;"Valores"
7898677380326;"7898620011840"
7898620011888;"TOALHA UMED BEM CARE DEMAQUILANTE 30UN"
7898677380340;"7898620011888"
7898620011871;"TOALHA UMED BEM CARE INTIMA 30UN"
7898677380357;"7898620011871"
7896111987285;"ESM IMPALA RECONECTE PRINT DO SOL 7,5ML"
7896111987322;"ZZ-ESM IMPALA RECONECTE ARARAS ONLINE 7,5ML"
7891150065307;"SH DOVE BABY HIDR GLICERINADA 200ML"
4005900647481;"DESOD NIVEA DRY FRESH MASC AER 150ML"
4005900647498;"DESOD NIVEA DRY FRESH FEM AER 150ML D"
7899706124829;"CR REP CICAPLAST BAUME B5 LA ROCHE POSAY 20ML"
7908615000169;"7899706124829"
3401347869775;"SERUM BIODERMA HYDRABIO 40ML"
7898132981723;"COND BIO EXTRATUS CACHOS E CRESPOS 250ML"
7898132981815;"FINALIZ BIO EXTRATUS CACHOS E CRESPOS 150GR"
7898132981822;"FINALIZ BIO EXTRATUS CACHOS E CRESPOS 500ML"
7898132989194;"7898132981822"
7898132981426;"SUPLEMENTO ALIMENTAR BIO EXTRATUS FORCA 60CP"
7896007550029;"RP INTIMA PLENITUD FEMME FEM P/M 16UN"
7896007550036;"RP INTIMA PLENITUD FEMME FEM G/XG 16UN"
7898952774109;"BRINCO VIVENCE ARGOLINHA FOLHEADO OURO (PAR)"
7898952774017;"BRINCO VIVENCE PEQUENO FOLHEADO OURO/PRATA (PAR)"
7898629148073;"BRINCO VIVENCE PONTO DE LUZ FOLHEADO OURO (PAR)"
7894916512992;"PATZ SL 5MG 30CP SL (B1) *EMS SAUDE*"
7898636191079;"SAB LIQ ASEPXIA ESFOLIANTE 100ML"
8880003346556;"7898636191079"
7500435138727;"ED ORAL-B WHITENING THERAPY 3UN D"
7500435147194;"CD ORAL-B 3D WHITE MINERAL CLEAN 102GR"
7500435143790;"ED ORAL-B COMPACT PURIFICATION 2UN"
7500435146340;"ED ORAL-B STAGE 3+ SPIDERMAN 1UN"
7500435142700;"CD ORAL-B 3D WHITE CHARCOAL 102GR"
7500435150309;"CD ORAL-B EXTRA FRESH 70GR"
7500435150248;"CD ORAL-B EXTRA BRANCO 70GR"
7500435150279;"CD ORAL-B ESCUDO ANTI ACUCAR 70GR"
8880003344989;"7500435150279"
7500435140928;"DESOD GILLETTE CLEAR MINI HYDRA ALOE MASC GEL 45GR"
7500435145152;"CD ORAL-B KIDS SPIDERMAN 50GR"
8880003344996;"7500435145152"
7896181916475;"TOLREST 100MG 30CP (C1)"
7896331706925;"ENEMIN BISNAGA 1UN 6,5GR (7)"
7891317029982;"QUELATUS 30CP"
7891317015299;"OHDE 15.000UI 4CPS"
7891317015336;"OHDE 7.000UI 4CPS"
7899640808786;"7891317015336"
7896033231619;"CANECA LILLO MICKEY ANTIVAZ 207ML (COD:305121)"
7896033231626;"CANECA LILLO MINNIE ANTIVAZ 207ML (COD:305121)"
7896033212304;"MAMAD LILLO DESIGN MICKEY ORTO TAM1 180ML (0-6 MESES)"
7896033212311;"MAMAD LILLO DESIGN MINNIE ORTO TAM1 180ML (0-6 MESES)"
7896033212342;"MAMAD LILLO SUPER EVOLUTION MICKEY 300ML (COD:305421)"
7896033204743;"CHUP LILLO FUNNY MICKEY ORTO SIL TAM1 (0-6 MESES) D"
7896033204774;"CHUP LILLO FUNNY MINNIE ORTO SIL TAM2 (+6 MESES)"
7896033202893;"CHUP LILLO CANDY C/ALCA ORT SIL AZUL TAM2 (+6 MESES)"
7899706164375;"KIT ELSEVE OLEO EXTRAORDINARIO SH375ML + COND170ML"
3401399277092;"GEL SEBIUM BIODERMA MOUSSANT PUMP 500ML"
7896098813355;"CHUP NUK SPACE GIRL S1 (0-6 MESES)"
7896098813690;"CHUP NUK SPACE NEUTRAL S1 (0-6 MESES)"
7896098813379;"CHUP NUK SPACE BOY S2 (+6 MESES)"
7896098813362;"CHUP NUK SPACE GIRL S2 (+6 MESES)"
7896098813706;"CHUP NUK SPACE BOY S3 (+18 MESES)"
7896098814055;"CHUP NUK SPACE GIRL S3 (+18 MESES)"
7899337000639;"MYRBETRIC 50MG 10CP"
7891000287699;"NUTREN SENIOR CAFE COM LEITE 740GR"
7890265878741;"NECESSAIRE MARCO BONI ESTOJO POAS (6057)"
7898283815120;"LUVA DESCARPACK POLIETILENO DESC TAMANHO UNICO 100UN"
7898283816370;"LUVA DESCARPACK NITRILICA PRETA SEM PO P 100UN"
7898283816387;"LUVA DESCARPACK NITRILICA PRETA SEM PO M 100UN"
7898430192524;"MYRAFER 400MG 30CP"
7891317133689;"PRAMIPEXOL 0,75MG 30CP GN EURO (C1)"
7899706171137;"GEL LIMP NORMADERM PHYTOSOLUTION INTENSIVO VICHY 300GR"
7899706171564;"CR REVITALIFT HIALURONICO OLHOS LOREAL 15ML"
7896000724595;"KIT NIELY GOLD CACHOS SH 300ML + COND 200ML D"
7897460401743;"SILIMALON 140MG+100MG 30CP"
7891317002060;"DORTO 150MG 1CP"
7891010248260;"PROT SOLAR NEOSTRATA MINESOL OIL CONTROL SERUM FPS30 40GR"
8880003344613;"7891010248260"
7896112402107;"BIVOLET 5MG 30CP"
7896004752730;"GLICLAZIDA 60MG 30CP GN EMS"
7896094918443;"ARTROFLAN 150MG 40CP"
7897975695767;"PEELING ADCOS CLEAN SOLUTION HORTELA 100GR"
7894916514064;"KOLI D3 7.000UI 10CP"
7894916514071;"KOLI D3 7.000UI 30CP"
7894916512923;"RESTITUE 40MG 30CP"
7894916514637;"RESTITUE 40MG 60CP"
7894916514095;"KOLI D3 50.000UI 10CP"
7894916512145;"KOLI D3 50.000UI 4CP"
7892953003787;"CONDROFLEX TANGERINA 4GR 30SACHES"
8880003339879;"7892953003787"
7896112401872;"ZOLPIDEM 10MG 30CP GN BIOLAB (B1)"
7891317004293;"PREDNISOLONA 5MG 10CP GN EURO"
7891317029302;"ANTARA 250MG 30CP (C1)"
7891317029319;"ANTARA 750MG 30CP (C1)"
7891317180621;"MAMADES 0,075MG 28CP"
7891317004071;"PRENI 5MG 10CP"
7891317004088;"PRENI 5MG 20CP"
8880003340882;"7891317004088"
7891317004095;"PRENI 20MG 10CP"
7891317004101;"PRENI 40MG 7CP"
7899706172721;"GEL LIMP FAC CERAVE 150GR"
7896094918436;"ARTROFLAN 150MG 60CP"
7898360916405;"MEIA VENOSAN ULCERCOMFORT 30-45 G PANTURRILHA BEGE/BRANCO"
7891317005191;"SUBTRAX 800MG+160MG 10CP (AM)"
7891317005207;"SUBTRAX 400MG+80MG/5ML SUS 100ML (AM)"
7896094208896;"VATIS 300MG 60CP"
7896094208902;"VATIS 300MG 90CP"
8880003340899;"7896094208902"
8880003345252;"8880003340899"
7896004763576;"HIDROXICLOROQUINA 400MG 30CP GN EMS"
7897947616332;"ACEVITON ZINCO 30CP EFERV"
7897947616271;"ACEVITON EFERV 1GR 10CP"
7899420507861;"TAM 250MG 30CP (C1)"
7896658027130;"TREZETE 20MG+10MG 30CP *C.P.VIDA**"
7891317005757;"CABERGOLINA 0,5MG 2CP GN EURO"
7891317005764;"CABERGOLINA 0,5MG 8CP GN EURO"
7897930776371;"PROT SOLAR CETAPHIL SUN ANTIOX COM COR FPS60 50ML"
7898014567410;"COLIC CALM INF 59ML"
7891150067516;"COND SEDA BOMBA COCO 325ML"
7891150070295;"COND SEDA BAMBU E BIOTINA 325ML"
7891150070301;"SH SEDA BAMBU E BIOTINA 325ML"
7891317004330;"PREDNISOLONA 40MG 7CP GN EURO"
7896094919594;"ADDERA D3 600UI GTS 5ML"
7896094918634;"ADDERA D3 1.000UI GTS 5ML"
7896094919396;"LISADOR DIP 500MG/ML GOTAS 20ML"
7896094919464;"OFOLATO D 30CP D"
7896094919495;"OFOLATO D 2.000UI 30CP"
7896094919488;"OFOLATO D 2.000UI 90CP"
7896094919648;"OFOLATO D FER 1.000UI 30CP D"
7896094919662;"OFOLATO D FER 2.000UI 30CP"
7899706172745;"GEL LIMP FAC CERAVE 454GR"
3499320004473;"LOC HIDR CETAPHIL PRO AC DERMACONTROL 118ML"
3499320008341;"SAB CETAPHIL LIMP PROFUNDA 127GR D"
7896658034749;"FLOGORAL PAST 3MG 4UN MENTA (13)"
7896658018800;"BRAVAN HCT 80MG+12,5MG 30CP"
7896658026546;"DORILAX DT 12CP"
7896658035791;"FLOGORAL PAST 3MG 8UN MENTA"
7896658034695;"LIVEPAX 750MG 5CP (AM) *C.P.VIDA*"
7896658034688;"LIVEPAX 750MG 7CP (AM) *C.P.VIDA*"
8429420140196;"CR HIDR UREADIN ISDIN ULTRA K 53GR"
7896658035265;"PROGRESS 30 SACHES *C.P.VIDA*"
7896658034770;"RUBIA 0,075MG 28CP"
8880003342855;"7896658034770"
7896658034787;"RUBIA 0,075MG 84CP"
7897975696108;"PROT SOLAR ADCOS STICK BEIGE FPS80 17GR"
7897975697518;"RUBIA 0,075MG 28CP"
7891142204882;"PROT SOLAR EPISOL ANTIOX FPS60 60GR"
7891142982773;"7891142204882"
7898040328108;"SH IMECAP HAIR MAX 200ML"
7896015591212;"TRELEGY 100MCG+62,5MCG+25 MCG 30DOSES *GSKVMAIS*"
7896094919693;"ENGOV AFTER CITRUS 250ML"
7891024035825;"ED COLGATE PRO CUIDADO 4UN D"
7896094919709;"ENGOV AFTER TANGERINA 250ML"
7896658027123;"TREZETE 10MG+10MG 30CP *C.P.VIDA**"
7896658026577;"DORILAX DT 4CP (25)"
7896658035999;"7896658026577"
8880003341407;"7896658035999"
7896094918474;"RIZI 5MG 30CP"
7896094918504;"RIZI-M 10MG+5MG 14CP"
7896094919631;"APRACUR DUO 20CP"
7896094919044;"APRACUR DUO 12CP"
7898040328481;"LOC IMECAP HAIR MAX 100ML D"
8880003346563;"7898040328481"
5702157142026;"BRINTELLIX 15MG 60CP (C1)"
7509546060781;"GEL DENTAL COLGATE MY FIRST S/ FLUOR 50GR"
7891000295410;"NUTREN PROTEIN BAUNILHA PO 400GR"
7891000295458;"NUTREN PROTEIN CHOCOLATE PO 400GR"
7896112102441;"FENAFLAN ICE AEROSSOL 150ML"
7896094917835;"RINOSORO JET XT 0,9% SPRAY 100ML"
7897535410106;"EXTRATO SECO DE PROPOLIS SANTA BARBARA 11% 20ML"
7891010249106;"PROT SOLAR NEUTROGENA SUN FRESH FPS90 200ML"
7899852012735;"BATOM VULT AQUATINT AQUA RED"
7891058004460;"CLEXANE SAFETY LOCK 40MG 6SER"
7891000287736;"NUTREN SENIOR BAUNILHA 740GR"
7509546079400;"CD COLGATE SMILES JL 100GR"
7898582381975;"TRAMAL RETARD 50MG 10CPS (A2)"
7896226108926;"DOZEMAST 1000MCG 30CP SL *MARJAN FARMA*"
7896679230885;"17896679230882"
7896679230892;"17896679230899"
7896679230908;"17896679230905"
7896679230878;"17896679230875"
7896004721361;"GELMAX DIM 240ML"
7894916510004;"BRAMICAR HCT 40MG+12,5MG 30CP"
7898283814277;"LENCOL DESCARTAVEL DESCARPACK 2,0M 10UN"
7898283816240;"PRO PE SAPATILHA DESCARTAVEL DESCARPACK 100UN"
7898040326425;"MARESIS HT 2% SPRAY 100ML"
7793100112287;"CD COLGATE ORTHOGARD ORIGINAL 90GR"
7899824400331;"MINEL 200MG 30CP"
7896672203589;"TRIMBOW SPRAY 120DOSES (GELAD) *ACESSAR FUNCIONAL*"
7899420507311;"KTRIZ POM DERM 15GR (AM) D"
7891106908184;"XARELTO 2,5MG 30CP"
7891106908191;"XARELTO 2,5MG 60CP"
7896770980030;"RP INT TENA PANTS MEN P/M 8UN D"
7896181916437;"TOLREST 25MG 30CP (C1)"
7896770980047;"RP INT TENA PANTS MEN G/EG 8UN D"
7899547543858;"PARACETAMOL 500MG 20CP GN PRATI"
7896770980054;"RP INTIMA TENA PANTS NOTURNA P/M 7UN"
7896770980061;"RP INTIMA TENA PANTS NOTURNA G/EG 7UN"
7896770980078;"RP INT TENA PANTS DISC NUDE P/M 8UN D"
7896770980085;"RP INT TENA PANTS DISC NUDE G/EG 8UN D"
7896770980108;"RP INT TENA PANTS DISC BLACK G/EG 8UN D"
7896770980146;"FR TENA NOTURNA GERIAT M 7UN"
7896770980153;"FR TENA SLIP NOTURNA GERIAT G 7UN"
7898087340385;"DERSANI CR HIDR 200ML"
7899547531206;"DIPIRONA 500MG 20CP GN PRATI"
7896658034404;"MEFEX 500MG 14CP (AM) *C.P.VIDA*"
7896658034398;"MEFEX 500MG 10CP (AM) *C.P.VIDA*"
7896658034381;"MEFEX 250MG 14CP (AM) *C.P.VIDA*"
7896658034251;"MEFEX 250MG 10CP (AM) *C.P.VIDA*"
7896658036224;"SANY D 1.000UI 60CP"
7896658036279;"SANY D 10.000UI 4CP *C.P.VIDA*"
7896658036231;"SANY D 2.000UI 60CP *C.P.VIDA*"
7896658036248;"SANY D 5.000UI 30CP *C.P.VIDA*"
7896658036293;"SANY D 50.000UI 8CP *C.P.VIDA*"
7896658036262;"SANY D 7.000UI 12CP *C.P.VIDA*"
7896658028373;"SANY D 7.000UI 30CP *C.P.VIDA*"
7896658035944;"SORINE JET BABY 100ML"
7894900531012;"BEB AGUA CRYSTAL COM GAS 1,5LT"
7896637032193;"MOTILEX HA 30CPS"
7896637031844;"MOTILEX HA 60CPS"
7896637027724;"INPRUV D 7.000UI 10CP"
7896637027748;"INPRUV D 10.000UI 10CP"
7896637030403;"INPRUV DK 50.000UI 4CP"
7896637030311;"INPRUV DK 7.000UI 8CP"
7896637027762;"INPRUV D 50.000UI 4CP"
7891010249939;"HIPOGLOS TRANSPARENTE POMADA 30GR"
7891010249946;"HIPOGLOS TRANSPARENTE POMADA 120GR"
7891010246952;"TYLENOL SINUS 36CP"
7898636190836;"GEL SECATIVO ASEPXIA 15GR"
7702031245131;"DESITIN MAXIMA PROTECAO 57GR"
7702031694908;"7702031245131"
7898655576222;"L-CARNITINA 2000 LARANJA 480ML HEALTH LABS"
7896112192466;"VALSARTANA 80MG 30CP GN TEUTO"
7891317004316;"PREDNISOLONA 5MG 20CP GN EURO"
7891317004323;"PREDNISOLONA 20MG 10CP GN EURO"
7898430193309;"UNIZINCO 20MG 14CP"
7896112103806;"LOC HIDR SENSIDRAT UREIA 10% 120ML"
7896007550807;"ABS INTIMUS ULTRA FINO COM ABAS SV 14UN"
7896007550814;"ABS INTIMUS ULTRA FINO COM ABAS SV 28UN"
0810508000507;"ED J&J COMFORT CLEAN BIG 1UN"
7896094918641;"GASTROL LIMAO EFERV 5GR (25)"
7896622305851;"7896094918641"
7898370620736;"CHIP 3G 3 EM 1 PP 034"
7898149180010;"TERMOMETRO MULTILASER DIGITAL (12)"
4005900664006;"PROT LAB NIVEA SHINE PEROLA D"
7896862940058;"DIPIMED 500MG/ML GTS 20ML"
8880003340288;"7896862940058"
7899706171588;"CR REVITALIFT HIALURONICO NOITE LOREAL 49GR"
7896641810770;"ROZEREM 8MG 30CP (C1)"
7896020160328;"DESOD P/ PES TENYS PE BARUEL WOMAN CR 100GR"
7898655576512;"17898655576519"
0382903269150;"LENCOS ALCOHOL SWABS BD ANTISSEPTICO"
7896004768366;"TORAGESIC OFTA 5MG/ML 5ML SOL OFT"
7894916512107;"SOMALGIN CARDIO 81MG 60CP"
7899706180924;"SH ELSEVE LISO DOS SONHOS 200ML D"
7891991003148;"BEB GUARANA ANTARTICA 2LT"
0000000000049;"MASCARA TNT 10UN"
7898569764937;"VITAMINA D 2.000UI 30CPS ALTHAIA"
7898687730593;"7898569764937"
7898569765019;"VITAMINA D 5.000UI 30CPS ALTHAIA"
